kernel;element_count;repeat;block_count;thread_count;time_ms;throughput;length
no-run-length3;100000;9;64;32;0.091776;46.92;1906131
no-run-length3;100000;9;128;32;0.049888;86.316;1906131
no-run-length3;100000;9;256;32;0.029152;147.713;1906131
no-run-length3;100000;9;512;32;0.02032;211.916;1906131
no-run-length3;100000;9;8;64;0.345568;12.461;1906131
no-run-length3;100000;9;16;64;0.172032;25.031;1906131
no-run-length3;100000;9;32;64;0.088192;48.8268;1906131
no-run-length3;100000;9;64;64;0.049088;87.7227;1906131
no-run-length3;100000;9;128;64;0.028768;149.685;1906131
no-run-length3;100000;9;256;64;0.019424;221.691;1906131
no-run-length3;100000;9;512;64;0.016288;264.374;1906131
no-run-length3;100000;9;8;128;0.17408;24.7365;1906131
no-run-length3;100000;9;16;128;0.090112;47.7864;1906131
no-run-length3;100000;9;32;128;0.04752;90.6172;1906131
no-run-length3;100000;9;64;128;0.028704;150.018;1906131
no-run-length3;100000;9;128;128;0.018688;230.422;1906131
no-run-length3;100000;9;256;128;0.016384;262.825;1906131
no-run-length3;100000;9;512;128;0.014336;300.372;1906131
no-run-length3;100000;9;8;256;0.096256;44.7362;1906131
no-run-length3;100000;9;16;256;0.0512;84.1041;1906131
no-run-length3;100000;9;32;256;0.03072;140.174;1906131
no-run-length3;100000;9;64;256;0.02048;210.26;1906131
no-run-length3;100000;9;128;256;0.015136;284.496;1906131
no-run-length3;100000;9;256;256;0.015808;272.402;1906131
no-run-length3;100000;9;512;256;0.015424;279.184;1906131
no-run-length3;100000;9;8;512;0.059968;71.8072;1906131
no-run-length3;100000;9;16;512;0.034816;123.683;1906131
no-run-length3;100000;9;32;512;0.022528;191.146;1906131
no-run-length3;100000;9;64;512;0.016576;259.781;1906131
no-run-length3;100000;9;128;512;0.016;269.133;1906131
no-run-length3;100000;9;256;512;0.016064;268.061;1906131
no-run-length3;100000;9;512;512;0.015488;278.03;1906131
no-run-length3;100000;9;8;1024;0.0496;86.8172;1906131
no-run-length3;100000;9;16;1024;0.030048;143.308;1906131
no-run-length3;100000;9;32;1024;0.019264;223.533;1906131
no-run-length3;100000;9;64;1024;0.01552;277.457;1906131
no-run-length3;100000;9;128;1024;0.0176;244.667;1906131
no-run-length3;100000;9;256;1024;0.018016;239.017;1906131
no-run-length3;100000;9;512;1024;0.018368;234.437;1906131
no-run-length3;100000;10;8;16;1.75043;2.45562;1898399
no-run-length3;100000;10;16;16;0.753632;5.70358;1898399
no-run-length3;100000;10;32;16;0.323584;13.2837;1898399
no-run-length3;100000;10;64;16;0.165504;25.9716;1898399
no-run-length3;100000;10;128;16;0.085952;50.0093;1898399
no-run-length3;100000;10;256;16;0.047136;91.1914;1898399
no-run-length3;100000;10;512;16;0.028672;149.916;1898399
no-run-length3;100000;10;8;32;0.68224;6.30042;1898399
no-run-length3;100000;10;16;32;0.346272;12.4134;1898399
no-run-length3;100000;10;32;32;0.17632;24.3784;1898399
no-run-length3;100000;10;64;32;0.092032;46.7055;1898399
no-run-length3;100000;10;128;32;0.050464;85.1775;1898399
no-run-length3;100000;10;256;32;0.028736;149.582;1898399
no-run-length3;100000;10;512;32;0.020416;210.541;1898399
no-run-length3;100000;10;8;64;0.347264;12.3779;1898399
no-run-length3;100000;10;16;64;0.17504;24.5567;1898399
no-run-length3;100000;10;32;64;0.090112;47.7006;1898399
no-run-length3;100000;10;64;64;0.04896;87.7941;1898399
no-run-length3;100000;10;128;64;0.028672;149.916;1898399
no-run-length3;100000;10;256;64;0.019872;216.304;1898399
no-run-length3;100000;10;512;64;0.0152;282.789;1898399
no-run-length3;100000;10;8;128;0.175776;24.4538;1898399
no-run-length3;100000;10;16;128;0.089888;47.8195;1898399
no-run-length3;100000;10;32;128;0.049152;87.4512;1898399
no-run-length3;100000;10;64;128;0.028672;149.916;1898399
